Player,School,Conf,G,Rec,Yds,Avg,TD,Att_R,Yds_R,Avg_R,TD_R,Plays_S,Yds_S,Avg_S,TD_S,Year
Rachaad White,Arizona State,Pac-12,4,8,151,18.9,1,42,420,10.0,5,50,571,11.4,6,2020
Isaiah McKoy,Kent State,MAC,4,25,455,18.2,5,0,0,,0,25,455,18.2,5,2020
Jacob Harris,UCF,American,10,30,539,18.0,8,0,0,,0,30,539,18.0,8,2020
Kevin Shaa,Liberty,Ind,11,25,450,18.0,4,0,0,,0,25,450,18.0,4,2020
Kyle Pitts,Florida,SEC,8,43,770,17.9,12,0,0,,0,43,770,17.9,12,2020
Jason Brownlee,Southern Mississippi,CUSA,10,34,610,17.9,5,0,0,,0,34,610,17.9,5,2020
Jaylon Robinson,UCF,American,10,55,979,17.8,6,0,0,,0,55,979,17.8,6,2020
Bailey Gaither,San Jose State,MWC,7,41,725,17.7,4,0,0,,0,41,725,17.7,4,2020
Deuce Vaughn,Kansas State,Big 12,10,25,434,17.4,2,123,642,5.2,7,148,1076,7.3,9,2020
T.J. Simmons,West Virginia,Big 12,8,23,401,17.4,4,2,16,8.0,0,25,417,16.7,4,2020
CT Thomas,Boise State,MWC,7,20,347,17.4,2,4,4,1.0,0,24,351,14.6,2,2020
Romeo Doubs,Nevada,MWC,9,58,1002,17.3,9,1,-4,-4.0,0,59,998,16.9,9,2020
Sam Pinckney,Georgia State,Sun Belt,10,47,815,17.3,7,0,0,,0,47,815,17.3,7,2020
Tahj Washington,Memphis,American,11,43,743,17.3,6,4,11,2.8,1,47,754,16.0,7,2020
Jaray Jenkins,LSU,SEC,10,23,397,17.3,2,0,0,,0,23,397,17.3,2,2020
Isaiah Winstead,Toledo,MAC,6,25,429,17.2,3,0,0,,0,25,429,17.2,3,2020
Javon McKinley,Notre Dame,ACC,12,42,717,17.1,3,1,15,15.0,0,43,732,17.0,3,2020
Kyle Patterson,Air Force,MWC,5,12,205,17.1,2,0,0,,0,12,205,17.1,2,2020
Dax Milne,Brigham Young,Ind,12,70,1188,17.0,8,11,67,6.1,0,81,1255,15.5,8,2020
Jalen Tolbert,South Alabama,Sun Belt,11,64,1085,17.0,8,0,0,,0,64,1085,17.0,8,2020
Jahan Dotson,Penn State,Big Ten,9,52,884,17.0,8,0,0,,0,52,884,17.0,8,2020
Jacob Cowing,UTEP,CUSA,8,41,691,16.9,3,0,0,,0,41,691,16.9,3,2020
Dahu Green,Arkansas State,Sun Belt,10,32,542,16.9,5,0,0,,0,32,542,16.9,5,2020
Garrett Wilson,Ohio State,Big Ten,8,43,723,16.8,6,2,67,33.5,0,45,790,17.6,6,2020
Brennan Eagles,Texas,Big 12,9,28,469,16.8,5,0,0,,0,28,469,16.8,5,2020
Tory Horton,Nevada,MWC,9,20,336,16.8,5,0,0,,0,20,336,16.8,5,2020
Dimitri Stanley,Colorado,Pac-12,6,20,335,16.8,1,1,-1,-1.0,0,21,334,15.9,1,2020
Puka Nacua,Washington,Pac-12,3,9,151,16.8,1,0,0,,0,9,151,16.8,1,2020
Calvin Austin III,Memphis,American,11,63,1053,16.7,11,2,14,7.0,0,65,1067,16.4,11,2020
John Metchie,Alabama,SEC,13,55,916,16.7,6,0,0,,0,55,916,16.7,6,2020
James Mitchell,Virginia Tech,ACC,10,26,435,16.7,4,1,1,1.0,1,27,436,16.1,5,2020
Dontario Drummond,Ole Miss,SEC,10,25,417,16.7,7,0,0,,0,25,417,16.7,7,2020
Cornell Powell,Clemson,ACC,12,53,882,16.6,7,0,0,,0,53,882,16.6,7,2020
Trayvon Rudolph,Northern Illinois,MAC,6,14,232,16.6,0,0,0,,0,14,232,16.6,0,2020
Marvin Mims,Oklahoma,Big 12,11,37,610,16.5,9,2,17,8.5,0,39,627,16.1,9,2020
Calvin Turner,Hawaii,MWC,9,33,546,16.5,6,60,331,5.5,4,93,877,9.4,10,2020
Duece Watts,Tulane,American,12,31,512,16.5,6,1,2,2.0,0,32,514,16.1,6,2020
Jeshaun Jones,Maryland,Big Ten,4,11,181,16.5,1,0,0,,0,11,181,16.5,1,2020
Rivaldo Fairweather,Florida International,CUSA,5,10,165,16.5,1,0,0,,0,10,165,16.5,1,2020
Devin Carter,North Carolina State,ACC,12,29,477,16.4,2,0,0,,0,29,477,16.4,2,2020
CJ Lewis,Boston College,ACC,11,28,460,16.4,5,0,0,,0,28,460,16.4,5,2020
Erik Ezukanma,Texas Tech,Big 12,10,46,748,16.3,6,0,0,,0,46,748,16.3,6,2020
Kayshon Boutte,LSU,SEC,10,45,735,16.3,5,0,0,,0,45,735,16.3,5,2020
Terrell Bynum,Washington,Pac-12,3,8,130,16.3,0,5,70,14.0,0,13,200,15.4,0,2020
Seth Williams,Auburn,SEC,11,47,760,16.2,4,0,0,,0,47,760,16.2,4,2020
Austin Stogner,Oklahoma,Big 12,8,26,422,16.2,3,0,0,,0,26,422,16.2,3,2020
Jaelon Darden,North Texas,CUSA,9,74,1190,16.1,19,1,-3,-3.0,0,75,1187,15.8,19,2020
Treylon Burks,Arkansas,SEC,9,51,820,16.1,7,15,75,5.0,0,66,895,13.6,7,2020
J.C. Santana,Tulsa,American,9,34,544,16.0,4,2,20,10.0,0,36,564,15.7,4,2020
Tim Jones,Southern Mississippi,CUSA,8,30,480,16.0,4,0,0,,0,30,480,16.0,4,2020
DeVonta Smith,Alabama,SEC,13,117,1856,15.9,23,4,6,1.5,1,121,1862,15.4,24,2020
Zay Flowers,Boston College,ACC,11,56,892,15.9,9,11,41,3.7,1,67,933,13.9,10,2020
Cornelius Johnson,Michigan,Big Ten,6,16,254,15.9,3,0,0,,0,16,254,15.9,3,2020
Antonio Nunn,Buffalo,MAC,7,37,584,15.8,2,0,0,,0,37,584,15.8,2,2020
Keric Wheatfall,Fresno State,MWC,5,23,363,15.8,1,1,-5,-5.0,0,24,358,14.9,1,2020
Dante Wright,Colorado State,MWC,3,20,315,15.8,0,9,36,4.0,0,29,351,12.1,0,2020
Ayden Eberhardt,Wyoming,MWC,6,16,252,15.8,0,1,1,1.0,0,17,253,14.9,0,2020
Taylor Thompson,Charlotte,CUSA,6,12,190,15.8,1,0,0,,0,12,190,15.8,1,2020
Emeka Emezie,North Carolina State,ACC,12,47,738,15.7,5,1,5,5.0,0,48,743,15.5,5,2020
Joshua Moore,Texas,Big 12,10,30,472,15.7,9,1,-1,-1.0,0,31,471,15.2,9,2020
Tylan Wallace,Oklahoma State,Big 12,10,59,922,15.6,6,1,7,7.0,0,60,929,15.5,6,2020
Tayvion Robinson,Virginia Tech,ACC,11,38,592,15.6,3,5,48,9.6,0,43,640,14.9,3,2020
Tre Turner,Virginia Tech,ACC,10,34,529,15.6,3,9,60,6.7,2,43,589,13.7,5,2020
Trevon Grimes,Florida,SEC,11,38,589,15.5,9,1,4,4.0,0,39,593,15.2,9,2020
Simi Fehoko,Stanford,Pac-12,6,37,574,15.5,3,1,-1,-1.0,0,38,573,15.1,3,2020
Skyy Moore,Western Michigan,MAC,5,25,388,15.5,3,1,0,0.0,0,26,388,14.9,3,2020
Jason Ivory,Memphis,American,10,23,356,15.5,3,0,0,,0,23,356,15.5,3,2020
Jared Wayne,Pitt,ACC,8,21,326,15.5,1,0,0,,0,21,326,15.5,1,2020
Ja'Shaun Poke,Kent State,MAC,4,21,326,15.5,3,3,1,0.3,0,24,327,13.6,3,2020
Jaivon Heiligh,Coastal Carolina,Sun Belt,12,65,998,15.4,10,0,0,,0,65,998,15.4,10,2020
Bryce Ford-Wheaton,West Virginia,Big 12,9,27,416,15.4,3,0,0,,0,27,416,15.4,3,2020
Ronnie Bell,Michigan,Big Ten,6,26,401,15.4,1,0,0,,0,26,401,15.4,1,2020
Briley Moore,Kansas State,Big 12,9,22,338,15.4,3,0,0,,0,22,338,15.4,3,2020
Marquez Stevenson,Houston,American,5,20,307,15.4,4,3,16,5.3,0,23,323,14.0,4,2020
Chabastin Taylor,Kansas State,Big 12,10,19,293,15.4,1,1,20,20.0,0,20,313,15.7,1,2020
Kylen Granson,SMU,American,10,35,536,15.3,5,1,0,0.0,0,36,536,14.9,5,2020
Tanner Knue,Eastern Michigan,MAC,6,27,413,15.3,4,0,0,,0,27,413,15.3,4,2020
Cary Angeline,North Carolina State,ACC,11,27,412,15.3,6,0,0,,0,27,412,15.3,6,2020
Miles Marshall,Indiana,Big Ten,7,19,290,15.3,1,0,0,,0,19,290,15.3,1,2020
Terrace Marshall Jr.,LSU,SEC,7,48,731,15.2,10,0,0,,0,48,731,15.2,10,2020
Brevin Jordan,Miami (FL),ACC,8,38,576,15.2,7,2,1,0.5,0,40,577,14.4,7,2020
Drake London,USC,Pac-12,6,33,502,15.2,3,0,0,,0,33,502,15.2,3,2020
Dontay Demus,Maryland,Big Ten,5,24,365,15.2,4,0,0,,0,24,365,15.2,4,2020
Austin Ogumakin,North Texas,CUSA,10,23,349,15.2,1,0,0,,0,23,349,15.2,1,2020
Ben Skowronek,Notre Dame,ACC,11,29,439,15.1,5,2,17,8.5,1,31,456,14.7,6,2020
Jalen Camp,Georgia Tech,ACC,10,29,439,15.1,4,0,0,,0,29,439,15.1,4,2020
Myron Mitchell,UAB,CUSA,9,29,436,15.0,3,1,9,9.0,0,30,445,14.8,3,2020
Jaelen Gill,Boston College,ACC,11,29,435,15.0,1,0,0,,0,29,435,15.0,1,2020
Amir Abdur-Rahman,Vanderbilt,SEC,9,27,406,15.0,1,0,0,,0,27,406,15.0,1,2020
Jermaine Burton,Georgia,SEC,10,27,404,15.0,3,4,50,12.5,0,31,454,14.6,3,2020
Josh Kelly,Fresno State,MWC,6,22,330,15.0,1,2,8,4.0,1,24,338,14.1,2,2020
Trey McBride,Colorado State,MWC,4,22,330,15.0,4,0,0,,0,22,330,15.0,4,2020
Will Mallory,Miami (FL),ACC,11,22,329,15.0,4,0,0,,0,22,329,15.0,4,2020
Andrew Erickson,New Mexico,MWC,7,18,270,15.0,2,0,0,,0,18,270,15.0,2,2020
Shane Hooks,Ohio,MAC,3,8,120,15.0,1,0,0,,0,8,120,15.0,1,2020
Shane Hooks,Ohio,MAC,3,8,120,15.0,1,0,0,,0,8,120,15.0,1,2020
Jaquarii Roberson,Wake Forest,ACC,9,62,926,14.9,8,0,0,,0,62,926,14.9,8,2020
Nathaniel Dell,Houston,American,8,29,428,14.8,3,0,0,,0,29,428,14.8,3,2020
Chris Pierce,Vanderbilt,SEC,9,25,371,14.8,5,0,0,,0,25,371,14.8,5,2020
Rakim Jarrett,Maryland,Big Ten,4,17,252,14.8,2,1,5,5.0,0,18,257,14.3,2,2020
Marlon Williams,UCF,American,8,71,1039,14.6,10,0,0,,0,71,1039,14.6,10,2020
Chris Olave,Ohio State,Big Ten,7,50,729,14.6,7,1,0,0.0,0,51,729,14.3,7,2020
Marcell Barbee,Texas State,Sun Belt,12,40,584,14.6,10,0,0,,0,40,584,14.6,10,2020
Yo'Heinz Tyler,Ball State,MAC,8,42,607,14.5,8,0,0,,0,42,607,14.5,8,2020
Peter LeBlanc,Louisiana,Sun Belt,10,23,334,14.5,1,0,0,,0,23,334,14.5,1,2020
T.J. Chase,Florida Atlantic,CUSA,9,23,334,14.5,2,0,0,,0,23,334,14.5,2,2020
Malachi Carter,Georgia Tech,ACC,10,20,290,14.5,3,0,0,,0,20,290,14.5,3,2020
Danzel Mckinley-Lewis,Toledo,MAC,6,20,289,14.5,2,0,0,,0,20,289,14.5,2,2020
Griffin Hebert,Louisiana Tech,CUSA,10,19,275,14.5,3,0,0,,0,19,275,14.5,3,2020
Brian Cobbs,Maryland,Big Ten,5,13,188,14.5,1,0,0,,0,13,188,14.5,1,2020
DJ Turner,Pitt,ACC,11,44,634,14.4,3,10,65,6.5,0,54,699,12.9,3,2020
Josh Palmer,Tennessee,SEC,10,33,475,14.4,4,0,0,,0,33,475,14.4,4,2020
Cornelius McCoy,Georgia State,Sun Belt,7,31,447,14.4,4,0,0,,0,31,447,14.4,4,2020
Xavier Gaines,Marshall,CUSA,10,28,404,14.4,4,10,40,4.0,0,38,444,11.7,4,2020
Theo Wease,Oklahoma,Big 12,11,37,530,14.3,4,1,-10,-10.0,0,38,520,13.7,4,2020
Kearis Jackson,Georgia,SEC,10,36,514,14.3,3,0,0,,0,36,514,14.3,3,2020
George Pickens,Georgia,SEC,8,36,513,14.3,6,0,0,,0,36,513,14.3,6,2020
Cade Otton,Washington,Pac-12,4,18,258,14.3,3,0,0,,0,18,258,14.3,3,2020
Zakhari Franklin,UTSA,CUSA,10,49,694,14.2,7,1,8,8.0,0,50,702,14.0,7,2020
Rashee Rice,SMU,American,10,48,683,14.2,5,0,0,,0,48,683,14.2,5,2020
Nick Muse,South Carolina,SEC,10,30,425,14.2,1,0,0,,0,30,425,14.2,1,2020
Perry Carter,Louisiana-Monroe,Sun Belt,10,22,312,14.2,2,5,49,9.8,2,27,361,13.4,4,2020
Jonathan Adams Jr.,Arkansas State,Sun Belt,10,79,1111,14.1,12,0,0,,0,79,1111,14.1,12,2020
Kadarius Toney,Florida,SEC,11,70,984,14.1,10,19,161,8.5,1,89,1145,12.9,11,2020
Jalen Cropper,Fresno State,MWC,6,37,520,14.1,5,4,27,6.8,0,41,547,13.3,5,2020
Chase Lane,Texas A&M,SEC,10,29,409,14.1,2,0,0,,0,29,409,14.1,2,2020
Daniel Barker,Illinois,Big Ten,8,19,268,14.1,2,0,0,,0,19,268,14.1,2,2020
Johnny Johnson III,Oregon,Pac-12,7,19,267,14.1,2,0,0,,0,19,267,14.1,2,2020
Mike Harley,Miami (FL),ACC,11,57,799,14.0,7,2,13,6.5,0,59,812,13.8,7,2020
Keylon Stokes,Tulsa,American,9,46,644,14.0,3,13,65,5.0,0,59,709,12.0,3,2020
Jonathan Mingo,Ole Miss,SEC,10,27,379,14.0,3,0,0,,0,27,379,14.0,3,2020
Artie Henry,Marshall,CUSA,8,22,308,14.0,3,0,0,,0,22,308,14.0,3,2020
Artie Henry III,Marshall,CUSA,6,22,308,14.0,3,0,0,,0,22,308,14.0,3,2020
Elijah Moore,Ole Miss,SEC,8,86,1193,13.9,8,14,64,4.6,0,100,1257,12.6,8,2020
Tre Walker,San Jose State,MWC,8,45,627,13.9,4,0,0,,0,45,627,13.9,4,2020
Britain Covey,Utah,Pac-12,4,19,264,13.9,3,5,3,0.6,0,24,267,11.1,3,2020
Khalil Shakir,Boise State,MWC,7,52,719,13.8,6,17,148,8.7,0,69,867,12.6,6,2020
Jaden Walley,Mississippi State,SEC,11,52,718,13.8,2,0,0,,0,52,718,13.8,2,2020
D.J. Stubbs,Liberty,Ind,11,38,523,13.8,3,2,-10,-5.0,0,40,513,12.8,3,2020
Austin Watkins,UAB,CUSA,7,34,468,13.8,3,0,0,,0,34,468,13.8,3,2020
Ihmir Smith-Marsette,Iowa,Big Ten,7,25,345,13.8,3,7,54,7.7,1,32,399,12.5,4,2020
Jalin Hyatt,Tennessee,SEC,10,20,276,13.8,2,1,3,3.0,0,21,279,13.3,2,2020
Jha'Quan Jackson,Tulane,American,12,31,425,13.7,8,2,31,15.5,1,33,456,13.8,9,2020
Braden Smith,Louisville,ACC,11,27,370,13.7,0,0,0,,0,27,370,13.7,0,2020
Braden Galloway,Clemson,ACC,12,27,369,13.7,2,0,0,,0,27,369,13.7,2,2020
Michael Wilson,Stanford,Pac-12,4,19,261,13.7,1,0,0,,0,19,261,13.7,1,2020
Tre Nixon,UCF,American,4,19,260,13.7,2,0,0,,0,19,260,13.7,2,2020
Erik Brooks,Fresno State,MWC,6,13,178,13.7,0,0,0,,0,13,178,13.7,0,2020
Justin Hall,Ball State,MAC,7,49,665,13.6,4,30,231,7.7,1,79,896,11.3,5,2020
Bo Melton,Rutgers,Big Ten,9,47,638,13.6,6,6,69,11.5,2,53,707,13.3,8,2020
Chatarius Atwell,Louisville,ACC,9,46,625,13.6,7,2,-2,-1.0,1,48,623,13.0,8,2020
Dillon Stoner,Oklahoma State,Big 12,11,42,573,13.6,4,0,0,,0,42,573,13.6,4,2020
Parker Washington,Penn State,Big Ten,9,36,489,13.6,6,0,0,,0,36,489,13.6,6,2020
Danny Gray,SMU,American,8,33,448,13.6,4,3,30,10.0,2,36,478,13.3,6,2020
Jesse Matthews,San Diego State,MWC,8,24,326,13.6,1,1,-1,-1.0,0,25,325,13.0,1,2020
Pat Freiermuth,Penn State,Big Ten,4,23,310,13.5,1,0,0,,0,23,310,13.5,1,2020
Josh Imatorbhebhe,Illinois,Big Ten,7,22,297,13.5,3,0,0,,0,22,297,13.5,3,2020
Jerjuan Newton,Toledo,MAC,6,15,203,13.5,2,0,0,,0,15,203,13.5,2,2020
Neil Pau'u,Brigham Young,Ind,12,45,603,13.4,4,5,-1,-0.2,0,50,602,12.0,4,2020
Charlie Kolar,Iowa State,Big 12,11,44,591,13.4,7,0,0,,0,44,591,13.4,7,2020
Justin Garrett,UTEP,CUSA,8,38,510,13.4,3,0,0,,0,38,510,13.4,3,2020
Sam Crawford Jr.,Tulsa,American,9,28,374,13.4,1,0,0,,0,28,374,13.4,1,2020
Avery Davis,Notre Dame,ACC,12,24,322,13.4,2,3,57,19.0,0,27,379,14.0,2,2020
Quian Williams,Eastern Michigan,MAC,6,24,322,13.4,2,0,0,,0,24,322,13.4,2,2020
Christian Trahan,Houston,American,8,22,294,13.4,3,0,0,,0,22,294,13.4,3,2020
Luke Grimm,Kansas,Big 12,6,19,255,13.4,2,3,10,3.3,0,22,265,12.0,2,2020
Adrian Hardy,Louisiana Tech,CUSA,7,33,440,13.3,4,0,0,,0,33,440,13.3,4,2020
Victor Tucker,Charlotte,CUSA,6,30,400,13.3,2,8,86,10.8,0,38,486,12.8,2,2020
Taysir Mack,Pitt,ACC,8,23,305,13.3,2,0,0,,0,23,305,13.3,2,2020
George Qualls Jr.,Akron,MAC,6,12,160,13.3,1,0,0,,0,12,160,13.3,1,2020
Amari Rodgers,Clemson,ACC,12,77,1020,13.2,7,0,0,,0,77,1020,13.2,7,2020
Damon Hazelton Jr.,Missouri,SEC,9,30,397,13.2,1,2,3,1.5,0,32,400,12.5,1,2020
Teagan Quitoriano,Oregon State,Pac-12,7,14,185,13.2,1,0,0,,0,14,185,13.2,1,2020
Thomas Hennigan,Appalachian State,Sun Belt,12,47,616,13.1,3,0,0,,0,47,616,13.1,3,2020
Ainias Smith,Texas A&M,SEC,10,43,564,13.1,6,49,293,6.0,4,92,857,9.3,10,2020
Malik Williams,Appalachian State,Sun Belt,11,41,536,13.1,3,1,-2,-2.0,0,42,534,12.7,3,2020
Josh Johnson,Tulsa,American,9,38,499,13.1,6,1,3,3.0,0,39,502,12.9,6,2020
Rashod Bateman,Minnesota,Big Ten,5,36,472,13.1,2,0,0,,0,36,472,13.1,2,2020
Keke Chism,Missouri,SEC,9,35,458,13.1,1,1,-15,-15.0,0,36,443,12.3,1,2020
Austin Allen,Nebraska,Big Ten,8,18,236,13.1,1,0,0,,0,18,236,13.1,1,2020
Terrell Warner,New Mexico State,Ind,2,8,105,13.1,0,0,0,,0,8,105,13.1,0,2020
Brandon Bowling,Arkansas State,Sun Belt,11,39,507,13.0,7,0,0,,0,39,507,13.0,7,2020
Kyren Lacy,Louisiana,Sun Belt,11,28,364,13.0,4,0,0,,0,28,364,13.0,4,2020
Keith Corbin,Houston,American,8,27,352,13.0,1,0,0,,0,27,352,13.0,1,2020
Omarion Dollison,South Florida,American,9,21,272,13.0,1,2,29,14.5,0,23,301,13.1,1,2020
Kawaan Baker,South Alabama,Sun Belt,11,51,659,12.9,8,13,42,3.2,0,64,701,11.0,8,2020
E.J. Williams,Clemson,ACC,12,24,306,12.8,2,0,0,,0,24,306,12.8,2,2020
Jake Smith,Texas,Big 12,7,23,294,12.8,3,2,11,5.5,0,25,305,12.2,3,2020
Nate Stewart,Akron,MAC,6,17,217,12.8,1,0,0,,0,17,217,12.8,1,2020
Dazz Newsome,North Carolina,ACC,12,54,684,12.7,6,2,21,10.5,1,56,705,12.6,7,2020
Hassan Beydoun,Eastern Michigan,MAC,5,40,508,12.7,0,0,0,,0,40,508,12.7,0,2020
R.J. Sneed,Baylor,Big 12,9,39,497,12.7,3,0,0,,0,39,497,12.7,3,2020
Jalen Wayne,South Alabama,Sun Belt,11,33,418,12.7,1,0,0,,0,33,418,12.7,1,2020
Taylor Morin,Wake Forest,ACC,9,32,405,12.7,3,2,5,2.5,0,34,410,12.1,3,2020
Ontaria Wilson,Florida State,ACC,9,30,382,12.7,2,4,32,8.0,0,34,414,12.2,2,2020
Milton Wright,Purdue,Big Ten,6,24,305,12.7,2,2,3,1.5,0,26,308,11.8,2,2020
Lopini Katoa,Brigham Young,Ind,11,23,293,12.7,3,84,444,5.3,5,107,737,6.9,8,2020
Velus Jones Jr.,Tennessee,SEC,10,22,280,12.7,3,3,16,5.3,0,25,296,11.8,3,2020
Tre'von Bradley,Houston,American,6,18,228,12.7,0,0,0,,0,18,228,12.7,0,2020
Taj Harris,Syracuse,ACC,10,58,733,12.6,5,1,4,4.0,0,59,737,12.5,5,2020
Thayer Thomas,North Carolina State,ACC,12,42,529,12.6,6,1,-6,-6.0,0,43,523,12.2,6,2020
Josh Whyle,Cincinnati,American,10,28,353,12.6,6,0,0,,0,28,353,12.6,6,2020
Shocky Jacques-Louis,Pitt,ACC,10,26,327,12.6,0,5,17,3.4,0,31,344,11.1,0,2020
Jahmyr Gibbs,Georgia Tech,ACC,7,24,303,12.6,3,89,460,5.2,4,113,763,6.8,7,2020
Tamorrion Terry,Florida State,ACC,6,23,289,12.6,1,2,0,0.0,0,25,289,11.6,1,2020
Jayson Jackson,Cincinnati,American,10,27,337,12.5,1,0,0,,0,27,337,12.5,1,2020
Charleston Rambo,Oklahoma,Big 12,10,25,312,12.5,3,2,22,11.0,0,27,334,12.4,3,2020
Sean Dykes,Memphis,American,11,47,581,12.4,7,0,0,,0,47,581,12.4,7,2020
Ramaud Chiaokhiao-Bowman,Northwestern,Big Ten,9,41,508,12.4,5,1,0,0.0,0,42,508,12.1,5,2020
Yusuf Ali,Middle Tennessee State,CUSA,7,37,457,12.4,2,0,0,,0,37,457,12.4,2,2020
Marshon Ford,Louisville,ACC,10,25,309,12.4,6,0,0,,0,25,309,12.4,6,2020
DeVontres Dukes,South Florida,American,9,24,297,12.4,4,0,0,,0,24,297,12.4,4,2020
Roger Carter,Georgia State,Sun Belt,10,23,285,12.4,4,0,0,,0,23,285,12.4,4,2020
Quintin Morris,Bowling Green State,MAC,5,20,248,12.4,0,0,0,,0,20,248,12.4,0,2020
Devin Maddox,Toledo,MAC,6,14,174,12.4,3,1,-2,-2.0,0,15,172,11.5,3,2020
Ronnie Blackmon,Toledo,MAC,6,12,149,12.4,2,0,0,,0,12,149,12.4,2,2020
Dante Cephas,Kent State,MAC,4,11,136,12.4,0,1,6,6.0,0,12,142,11.8,0,2020
Cole Turner,Nevada,MWC,9,49,605,12.3,9,0,0,,0,49,605,12.3,9,2020
Travis Etienne,Clemson,ACC,12,48,588,12.3,2,168,914,5.4,14,216,1502,7.0,16,2020
Blake Proehl,East Carolina,American,9,47,577,12.3,4,0,0,,0,47,577,12.3,4,2020
Reginald Todd,Troy,Sun Belt,11,43,530,12.3,6,0,0,,0,43,530,12.3,6,2020
Jayden Reed,Michigan State,Big Ten,7,33,407,12.3,3,6,17,2.8,0,39,424,10.9,3,2020
Tyler Vaughns,USC,Pac-12,6,33,406,12.3,3,0,0,,0,33,406,12.3,3,2020
Justin McGriff,Utah State,MWC,6,15,185,12.3,2,0,0,,0,15,185,12.3,2,2020
Kyle Williams,UNLV,MWC,6,35,426,12.2,2,2,6,3.0,0,37,432,11.7,2,2020
Mark Pope,Miami (FL),ACC,11,33,403,12.2,2,1,12,12.0,0,34,415,12.2,2,2020
Malik Davis,Florida,SEC,12,31,377,12.2,0,66,310,4.7,0,97,687,7.1,0,2020
Javonte Williams,North Carolina,ACC,11,25,305,12.2,3,157,1140,7.3,19,182,1445,7.9,22,2020
Kekoa Crawford,California,Pac-12,4,19,232,12.2,2,0,0,,0,19,232,12.2,2,2020
Brandon Johnson,Tennessee,SEC,9,19,231,12.2,0,0,0,,0,19,231,12.2,0,2020
Tyleek Collins,UNLV,MWC,5,12,146,12.2,2,5,-9,-1.8,0,17,137,8.1,2,2020
Isaiah Garcia-Castaneda,New Mexico State,Ind,2,5,61,12.2,0,0,0,,0,5,61,12.2,0,2020
Jordan Merrell,Florida Atlantic,CUSA,9,18,218,12.1,0,4,41,10.3,0,22,259,11.8,0,2020
Marcus Williams,New Mexico,MWC,7,14,169,12.1,0,0,0,,0,14,169,12.1,0,2020
Brian Casteel,Arizona,Pac-12,4,11,133,12.1,0,0,0,,0,11,133,12.1,0,2020
Xavier Hutchinson,Iowa State,Big 12,12,64,771,12.0,4,0,0,,0,64,771,12.0,4,2020
Hunter Long,Boston College,ACC,11,57,685,12.0,5,0,0,,0,57,685,12.0,5,2020
Khalil McClain,Troy,Sun Belt,11,32,383,12.0,6,2,18,9.0,0,34,401,11.8,6,2020
Jake Bailey,Rice,CUSA,5,23,276,12.0,2,2,16,8.0,0,25,292,11.7,2,2020
Reed Tyler,Arkansas State,Sun Belt,11,22,265,12.0,1,0,0,,0,22,265,12.0,1,2020
Micaleous Elder,Charlotte,CUSA,6,22,264,12.0,2,8,23,2.9,2,30,287,9.6,4,2020
Derrick Deese,San Jose State,MWC,8,20,240,12.0,5,0,0,,0,20,240,12.0,5,2020
Randle Jones,Temple,American,5,31,370,11.9,2,2,6,3.0,0,33,376,11.4,2,2020
Tyler Badie,Missouri,SEC,10,28,333,11.9,2,48,242,5.0,4,76,575,7.6,6,2020
Hayden Pittman,UAB,CUSA,9,19,227,11.9,1,0,0,,0,19,227,11.9,1,2020
T.J. Vasher,Texas Tech,Big 12,7,19,227,11.9,2,0,0,,0,19,227,11.9,2,2020
Kaylon Geiger,Troy,Sun Belt,11,64,752,11.8,3,4,16,4.0,0,68,768,11.3,3,2020
Anthony Schwartz,Auburn,SEC,10,54,636,11.8,3,4,-6,-1.5,0,58,630,10.9,3,2020
David Bell,Purdue,Big Ten,6,53,625,11.8,8,0,0,,0,53,625,11.8,8,2020
Winston Wright,West Virginia,Big 12,10,47,553,11.8,2,2,4,2.0,0,49,557,11.4,2,2020
Terrell Jana,Virginia,ACC,10,36,423,11.8,1,0,0,,0,36,423,11.8,1,2020
Latrell Williams,South Florida,American,9,22,260,11.8,0,1,-4,-4.0,0,23,256,11.1,0,2020
Amon-Ra St. Brown,USC,Pac-12,6,41,478,11.7,7,0,0,,0,41,478,11.7,7,2020
Antwan Davis,Ball State,MAC,8,39,456,11.7,1,1,1,1.0,0,40,457,11.4,1,2020
Corey Gammage,Marshall,CUSA,10,35,409,11.7,4,0,0,,0,35,409,11.7,4,2020
Travell Harris,Washington State,Pac-12,4,29,340,11.7,2,5,61,12.2,2,34,401,11.8,4,2020
Elijah Higgins,Stanford,Pac-12,5,15,176,11.7,0,0,0,,0,15,176,11.7,0,2020
Ma'jon Wright,Arizona,Pac-12,5,15,176,11.7,1,1,5,5.0,0,16,181,11.3,1,2020
Jack Coldiron,Miami (OH),MAC,3,6,70,11.7,2,0,0,,0,6,70,11.7,2,2020
Isaac Rex,Brigham Young,Ind,12,37,429,11.6,12,0,0,,0,37,429,11.6,12,2020
Tray Eafford,Troy,Sun Belt,11,34,394,11.6,3,0,0,,0,34,394,11.6,3,2020
Andre Bodison,New Mexico State,Ind,2,5,58,11.6,1,0,0,,0,5,58,11.6,1,2020
Josh Pederson,Louisiana-Monroe,Sun Belt,10,32,367,11.5,0,0,0,,0,32,367,11.5,0,2020
Dee Wiggins,Miami (FL),ACC,11,31,358,11.5,3,0,0,,0,31,358,11.5,3,2020
Jah'Marae Sheread,Texas State,Sun Belt,11,29,334,11.5,2,1,3,3.0,0,30,337,11.2,2,2020
