Player,School,Conf,G,Cmp,Att,Pct,Yds,Y/A,AY/A,TD,Int,Rate,Att_R,Yds_R,Avg_R,TD_R,Year
Fredi Knighten,Arkansas State,Sun Belt,10,136,251,54.2,1835,7.3,7.2,19,9,133.4,139,401,2.9,5,2015
Derrius Vick,Ohio,MAC,10,158,247,64.0,1809,7.3,7.0,10,6,134.0,93,177,1.9,1,2015
Brandon Silvers,Troy,Sun Belt,11,202,330,61.2,2378,7.2,7.5,20,7,137.5,41,41,1.0,2,2015
Tommy Woodson,Akron,MAC,13,162,307,52.8,2202,7.2,6.6,16,11,123.1,135,591,4.4,3,2015
Luke Falk,Washington State,Pac-12,12,448,645,69.5,4566,7.1,7.7,38,8,145.9,82,-115,-1.4,3,2015
Blake Kemp,East Carolina,American,11,260,375,69.3,2658,7.1,6.7,16,10,137.6,39,-8,-0.2,2,2015
Treon Harris,Florida,SEC,12,119,235,50.6,1676,7.1,6.7,9,6,118.1,96,238,2.5,0,2015
Matt Johns,Virginia,ACC,12,247,403,61.3,2810,7.0,6.1,20,17,127.8,61,86,1.4,1,2015
Christian Hackenberg,Penn State,Big Ten,13,192,359,53.5,2525,7.0,7.2,16,6,123.9,66,-80,-1.2,2,2015
Sefo Liufau,Colorado,Pac-12,11,214,344,62.2,2418,7.0,6.8,9,6,126.4,107,266,2.5,5,2015
Cody Clements,South Alabama,Sun Belt,12,171,324,52.8,2272,7.0,5.7,13,15,115.7,84,93,1.1,3,2015
Brooks Haack,Louisiana,Sun Belt,10,123,201,61.2,1407,7.0,5.9,5,7,121.2,46,83,1.8,2,2015
P.J. Walker,Temple,American,14,246,433,56.8,2973,6.9,6.9,19,8,125.3,81,207,2.6,2,2015
Chase Litton,Marshall,CUSA,11,230,383,60.1,2605,6.8,7.1,23,8,132.8,48,44,0.9,0,2015
Jacoby Brissett,North Carolina State,ACC,13,237,395,60.0,2662,6.7,7.1,20,6,130.3,139,370,2.7,6,2015
Brogan Roback,Eastern Michigan,MAC,12,211,346,61.0,2304,6.7,6.2,16,11,125.8,51,47,0.9,1,2015
Joshua Dobbs,Tennessee,SEC,13,205,344,59.6,2291,6.7,6.9,15,5,127.0,146,671,4.6,11,2015
Matt Davis,SMU,American,12,183,336,54.5,2263,6.7,6.8,16,7,122.6,187,761,4.1,10,2015
Travis Wilson,Utah,Pac-12,12,195,314,62.1,2095,6.7,6.1,13,10,125.4,140,490,3.5,7,2015
Joe Hubener,Kansas State,Big 12,13,131,275,47.6,1837,6.7,5.7,9,10,107.3,180,613,3.4,13,2015
Joe Licata,Buffalo,MAC,12,280,449,62.4,2969,6.6,5.8,16,15,123.0,33,-60,-1.8,1,2015
Mitch Leidner,Minnesota,Big Ten,13,242,407,59.5,2701,6.6,6.1,14,11,121.2,107,270,2.5,6,2015
Tyler Jones,Texas State,Sun Belt,12,223,382,58.4,2517,6.6,6.1,14,10,120.6,139,583,4.2,10,2015
Patrick Towles,Kentucky,SEC,11,183,326,56.1,2148,6.6,5.2,9,14,112.0,71,64,0.9,5,2015
Tyler Stewart,Nevada,MWC,13,186,326,57.1,2139,6.6,6.5,15,7,123.1,97,323,3.3,4,2015
Jaquez Johnson,Florida Atlantic,CUSA,10,129,241,53.5,1592,6.6,6.0,9,7,115.5,100,290,2.9,2,2015
Alex McGough,Florida International,CUSA,12,269,420,64.0,2722,6.5,6.6,21,8,131.2,88,95,1.1,3,2015
Joel Lanning,Iowa State,Big 12,11,107,193,55.4,1247,6.5,6.6,10,4,122.7,94,330,3.5,4,2015
Billy Bahl,Miami (OH),MAC,11,99,221,44.8,1416,6.4,4.5,8,13,98.8,39,-70,-1.8,0,2015
Dalton Sturm,UTSA,CUSA,10,125,212,59.0,1354,6.4,6.1,13,7,126.2,128,361,2.8,1,2015
Blake Frohnapfel,Massachusetts,MAC,12,266,472,56.4,2919,6.2,5.6,16,13,114.0,63,53,0.8,1,2015
Thomas Sirk,Duke,ACC,12,251,427,58.8,2625,6.1,6.1,16,8,119.0,163,803,4.9,8,2015
Garrett Smith,Louisiana-Monroe,Sun Belt,10,191,333,57.4,2033,6.1,5.6,17,11,118.9,108,250,2.3,2,2015
Tanner Lee,Tulane,American,9,143,276,51.8,1639,5.9,5.6,11,7,109.8,23,-162,-7.0,0,2015
Riley Neal,Ball State,MAC,11,228,391,58.3,2276,5.8,5.9,16,6,117.6,88,399,4.5,2,2015
Wes Lunt,Illinois,Big Ten,12,270,481,56.1,2761,5.7,5.8,14,6,111.5,24,-153,-6.4,1,2015
Johnny McCrary,Vanderbilt,SEC,10,146,267,54.7,1533,5.7,4.2,6,12,101.3,70,186,2.7,2,2015
Perry Hills,Maryland,Big Ten,9,90,180,50.0,1001,5.6,3.2,8,13,96.9,109,535,4.9,3,2015
Ryan Willis,Kansas,Big 12,10,164,315,52.1,1719,5.5,4.6,9,10,101.0,59,-79,-1.3,0,2015
Justin Holman,UCF,American,9,127,250,50.8,1379,5.5,3.6,7,14,95.2,46,140,3.0,0,2015
David Blough,Purdue,Big Ten,10,169,293,57.7,1574,5.4,4.8,10,8,108.6,67,94,1.4,4,2015
Shuler Bentley,Old Dominion,CUSA,10,140,269,52.0,1432,5.3,5.2,12,6,107.0,45,-36,-0.8,2,2015
Clayton Thorson,Northwestern,Big Ten,13,150,295,50.8,1522,5.2,4.3,7,9,95.9,100,397,4.0,5,2015
Drew Lock,Missouri,SEC,12,129,263,49.0,1332,5.1,4.0,4,8,90.5,52,28,0.5,1,2015
Damarcus Smith,North Texas,CUSA,10,99,212,46.7,1010,4.8,4.5,8,5,94.5,92,427,4.6,2,2015
Lee McNeill,Charlotte,CUSA,12,100,189,52.9,878,4.6,2.4,1,10,83.1,33,-101,-3.1,1,2015
Baker Mayfield,Oklahoma,Big 12,13,254,358,70.9,3965,11.1,12.3,40,8,196.4,78,177,2.3,6,2016
Mike White,Western Kentucky,CUSA,14,280,416,67.3,4363,10.5,11.5,37,7,181.4,29,-74,-2.6,0,2016
Logan Woodside,Toledo,MAC,13,289,418,69.1,4129,9.9,11.1,45,9,183.3,37,-40,-1.1,0,2016
Nick Stevens,Colorado State,MWC,10,129,201,64.2,1936,9.6,10.4,19,5,171.3,15,53,3.5,2,2016
Zach Terrell,Western Michigan,MAC,14,263,377,69.8,3533,9.4,10.6,33,4,175.2,80,249,3.1,7,2016
Ryan Higgins,Louisiana Tech,CUSA,13,329,496,66.3,4617,9.3,10.2,41,8,168.6,88,277,3.1,4,2016
Brett Rypien,Boise State,MWC,13,244,394,61.9,3646,9.3,9.6,24,8,155.7,48,-16,-0.3,2,2016
Trace McSorley,Penn State,Big Ten,14,224,387,57.9,3614,9.3,9.9,29,8,156.9,146,365,2.5,7,2016
Nathan Peterman,Pitt,ACC,13,185,306,60.5,2855,9.3,10.1,27,7,163.4,72,286,4.0,3,2016
Mason Rudolph,Oklahoma State,Big 12,13,284,448,63.4,4091,9.1,10.0,28,4,158.9,83,61,0.7,6,2016
Jake Browning,Washington,Pac-12,14,243,391,62.1,3430,8.8,9.9,43,9,167.5,65,45,0.7,4,2016
Lamar Jackson,Louisville,ACC,13,230,409,56.2,3543,8.7,9.1,30,9,148.8,260,1571,6.0,21,2016
Austin Allen,Arkansas,SEC,13,245,401,61.1,3430,8.6,8.1,25,15,146.0,65,-126,-1.9,2,2016
Josh Allen,Wyoming,MWC,14,209,373,56.0,3203,8.6,8.3,28,15,144.9,142,523,3.7,7,2016
Patrick Mahomes,Texas Tech,Big 12,12,388,591,65.7,5052,8.5,9.2,41,10,157.0,131,260,2.0,12,2016
Nick Mullens,Southern Mississippi,CUSA,11,243,384,63.3,3272,8.5,8.5,24,11,149.8,51,-54,-1.1,4,2016
Quinton Flowers,South Florida,American,13,207,331,62.5,2812,8.5,9.0,24,7,153.6,198,1530,7.7,18,2016
Mitch Trubisky,North Carolina,ACC,13,304,447,68.0,3748,8.4,9.1,30,6,157.9,93,308,3.3,5,2016
Jerod Evans,Virginia Tech,ACC,14,268,422,63.5,3552,8.4,8.9,29,8,153.1,204,846,4.1,12,2016
Brad Kaaya,Miami (FL),ACC,13,261,421,62.0,3532,8.4,8.9,27,7,150.3,37,-136,-3.7,1,2016
Deondre Francois,Florida State,ACC,13,235,400,58.8,3350,8.4,8.6,20,7,142.1,108,198,1.8,5,2016
Sam Darnold,USC,Pac-12,13,246,366,67.2,3086,8.4,9.0,31,9,161.1,62,250,4.0,2,2016
Chad Kelly,Ole Miss,SEC,9,205,328,62.5,2758,8.4,8.5,19,8,147.4,81,332,4.1,5,2016
Riley Ferguson,Memphis,American,13,280,443,63.2,3698,8.3,8.8,32,10,152.6,71,-70,-1.0,4,2016
P.J. Walker,Temple,American,14,230,395,58.2,3295,8.3,8.0,22,13,140.1,65,-100,-1.5,1,2016
Joshua Dobbs,Tennessee,SEC,13,225,357,63.0,2946,8.3,8.3,27,12,150.6,150,831,5.5,12,2016
David Washington,Old Dominion,CUSA,13,202,340,59.4,2836,8.3,9.5,31,5,156.6,67,207,3.1,1,2016
Skyler Howard,West Virginia,Big 12,13,247,404,61.1,3328,8.2,8.4,26,10,146.6,142,463,3.3,10,2016
DeShone Kizer,Notre Dame,Ind,12,212,361,58.7,2925,8.1,8.4,26,9,145.6,129,472,3.7,8,2016
Sean White,Auburn,SEC,11,133,208,63.9,1679,8.1,8.3,9,3,143.1,55,163,3.0,2,2016
Justice Hansen,Arkansas State,Sun Belt,13,197,340,57.9,2719,8.0,8.1,19,8,138.9,79,131,1.7,1,2016
Deshaun Watson,Clemson,ACC,15,388,579,67.0,4593,7.9,8.0,41,17,151.1,165,629,3.8,9,2016
Danny Etling,LSU,SEC,11,160,269,59.5,2123,7.9,7.9,11,5,135.6,41,46,1.1,1,2016
Christian Chapman,San Diego State,MWC,14,153,251,61.0,1994,7.9,8.5,20,6,149.2,71,63,0.9,0,2016
Jacob Park,Iowa State,Big 12,10,133,226,58.8,1791,7.9,8.0,12,5,138.5,36,59,1.6,1,2016
Drew Lock,Missouri,SEC,12,237,434,54.6,3399,7.8,7.9,23,10,133.3,52,123,2.4,1,2016
Brent Stockstill,Middle Tennessee State,CUSA,10,262,414,63.3,3233,7.8,8.5,31,7,150.2,45,240,5.3,0,2016
Dallas Davis,South Alabama,Sun Belt,11,198,349,56.7,2706,7.8,6.8,11,12,125.4,91,245,2.7,3,2016
Zach Smith,Baylor,Big 12,10,116,196,59.2,1526,7.8,7.5,13,7,139.3,25,-26,-1.0,1,2016
Richard Lagow,Indiana,Big Ten,13,253,438,57.8,3362,7.7,6.8,19,17,128.8,41,-188,-4.6,2,2016
Dane Evans,Tulsa,American,13,259,435,59.5,3348,7.7,7.9,32,12,142.9,47,-29,-0.6,4,2016
Matt Linehan,Idaho,Sun Belt,13,257,415,61.9,3184,7.7,7.5,19,10,136.7,88,167,1.9,4,2016
Wilton Speight,Michigan,Big Ten,12,204,331,61.6,2538,7.7,7.8,18,7,139.8,35,-60,-1.7,1,2016
Stephen Johnson,Kentucky,SEC,12,145,265,54.7,2037,7.7,7.6,13,6,130.9,97,327,3.4,3,2016
Greg Ward Jr.,Houston,American,12,319,469,68.0,3557,7.6,7.3,22,13,141.7,197,518,2.6,10,2016
Cooper Rush,Central Michigan,MAC,13,278,465,59.8,3540,7.6,7.1,23,16,133.2,68,-21,-0.3,1,2016
Ryan Finley,North Carolina State,ACC,13,243,402,60.4,3055,7.6,7.6,18,8,135.1,74,94,1.3,1,2016
Shane Buechele,Texas,Big 12,12,236,391,60.4,2958,7.6,7.4,21,11,136.0,97,151,1.6,2,2016
Justin Herbert,Oregon,Pac-12,9,162,255,63.5,1936,7.6,8.4,19,4,148.8,58,161,2.8,2,2016
Eric Dungey,Syracuse,ACC,9,230,355,64.8,2679,7.5,7.5,15,7,138.2,125,293,2.3,6,2016
Philip Nelson,East Carolina,American,10,237,349,67.9,2621,7.5,7.4,16,8,141.5,62,57,0.9,2,2016
Manny Wilkins,Arizona State,Pac-12,10,197,311,63.3,2329,7.5,7.0,12,9,133.2,128,246,1.9,5,2016
Tyler O'Connor,Michigan State,Big Ten,11,154,262,58.8,1970,7.5,7.2,16,9,135.2,63,70,1.1,0,2016
Dru Brown,Hawaii,MWC,13,209,335,62.4,2488,7.4,7.6,19,7,139.3,88,306,3.5,4,2016
Jason Driskel,Florida Atlantic,CUSA,12,200,327,61.2,2415,7.4,6.4,9,11,125.6,80,242,3.0,4,2016
Sefo Liufau,Colorado,Pac-12,12,200,319,62.7,2366,7.4,7.3,11,6,132.6,165,494,3.0,8,2016
Kenny Potter,San Jose State,MWC,11,183,308,59.4,2273,7.4,7.0,16,10,132.1,138,330,2.4,7,2016
Tommy Armstrong Jr.,Nebraska,Big Ten,11,151,294,51.4,2180,7.4,7.1,14,8,123.9,113,512,4.5,8,2016
Perry Hills,Maryland,Big Ten,11,122,197,61.9,1464,7.4,7.7,12,4,140.4,91,93,1.0,4,2016
Brandon Dawkins,Arizona,Pac-12,10,98,182,53.8,1348,7.4,6.8,8,6,124.0,131,944,7.2,10,2016
Kenny Hill,TCU,Big 12,13,269,440,61.1,3208,7.3,6.7,17,13,129.2,125,609,4.9,10,2016
Jalen Hurts,Alabama,SEC,15,240,382,62.8,2780,7.3,7.4,23,9,139.1,191,954,5.0,13,2016
Andrew Ford,Massachusetts,Ind,11,222,365,60.8,2665,7.3,7.0,26,14,138.0,45,-96,-2.1,2,2016
Dalton Sturm,UTSA,CUSA,13,169,299,56.5,2170,7.3,7.7,20,6,135.5,110,313,2.8,4,2016
Brogan Roback,Eastern Michigan,MAC,10,219,372,58.9,2694,7.2,7.4,18,7,131.9,63,223,3.5,2,2016
Conner Manning,Georgia State,Sun Belt,10,207,373,55.5,2684,7.2,6.5,16,13,123.1,27,-3,-0.1,2,2016
Luke Falk,Washington State,Pac-12,13,443,633,70.0,4468,7.1,7.5,38,11,145.6,66,-68,-1.0,0,2016
Troy Williams,Utah,Pac-12,13,207,390,53.1,2757,7.1,6.9,15,8,121.0,111,235,2.1,5,2016
Mitch Leidner,Minnesota,Big Ten,12,173,307,56.4,2169,7.1,5.8,8,12,116.5,111,366,3.3,10,2016
Bryant Shirreffs,Connecticut,American,9,166,283,58.7,2010,7.1,6.6,7,6,122.2,144,326,2.3,2,2016
Chase Litton,Marshall,CUSA,10,231,371,62.3,2612,7.0,7.2,24,9,137.9,34,-133,-3.9,1,2016
Taylor Lamb,Appalachian State,Sun Belt,13,197,325,60.6,2281,7.0,6.8,15,8,129.9,89,506,5.7,9,2016
Davis Webb,California,Pac-12,12,382,620,61.6,4295,6.9,7.3,37,12,135.6,33,-110,-3.3,6,2016
Brandon Silvers,Troy,Sun Belt,13,293,460,63.7,3180,6.9,6.7,23,12,133.0,48,128,2.7,4,2016
Ben Hicks,SMU,American,12,234,422,55.5,2930,6.9,6.2,19,15,121.5,41,-83,-2.0,2,2016
Ryan Metz,UTEP,CUSA,11,130,201,64.7,1375,6.8,7.3,14,4,141.1,36,41,1.1,0,2016
Clayton Thorson,Northwestern,Big Ten,13,280,478,58.6,3182,6.7,6.7,22,9,125.9,97,98,1.0,5,2016
J.T. Barrett,Ohio State,Big Ten,13,233,379,61.5,2555,6.7,7.2,24,7,135.3,205,845,4.1,9,2016
Trevor Knight,Texas A&M,SEC,11,193,362,53.3,2432,6.7,6.9,19,7,123.2,102,614,6.0,10,2016
Nick Fitzgerald,Mississippi State,SEC,13,196,361,54.3,2423,6.7,6.6,21,10,124.3,195,1375,7.1,16,2016
Anthony Jennings,Louisiana,Sun Belt,13,193,323,59.8,2178,6.7,5.6,11,13,119.6,144,341,2.4,9,2016
Daniel Jones,Duke,ACC,12,270,430,62.8,2836,6.6,6.4,16,9,126.3,141,486,3.4,7,2016
Jacob Eason,Georgia,SEC,13,204,370,55.1,2430,6.6,6.5,16,8,120.2,33,-45,-1.4,1,2016
Kent Myers,Utah State,MWC,12,211,361,58.4,2389,6.6,6.2,10,8,118.7,116,449,3.9,6,2016
Alex McGough,Florida International,CUSA,9,167,286,58.4,1891,6.6,5.8,13,11,121.2,45,117,2.6,4,2016
Jesse Ertz,Kansas State,Big 12,13,152,264,57.6,1755,6.6,6.6,9,4,121.6,183,1012,5.5,12,2016
David Blough,Purdue,Big Ten,12,295,517,57.1,3352,6.5,5.6,25,21,119.4,80,13,0.2,4,2016
Tyler Stehling,Rice,CUSA,11,194,316,61.4,2049,6.5,6.2,12,7,124.0,101,309,3.1,4,2016
Tyler Rogers,New Mexico State,Sun Belt,11,224,404,55.4,2603,6.4,5.9,16,12,116.7,124,333,2.7,4,2016
Riley Neal,Ball State,MAC,11,242,394,61.4,2541,6.4,5.7,13,12,120.4,127,540,4.3,8,2016
Kyle Shurmur,Vanderbilt,SEC,13,204,375,54.4,2409,6.4,5.7,9,10,110.9,50,-129,-2.6,0,2016
Tyler Jones,Texas State,Sun Belt,11,221,343,64.4,2186,6.4,5.2,11,14,120.4,115,-8,-0.1,5,2016
James Morgan,Bowling Green State,MAC,12,183,326,56.1,2082,6.4,5.3,16,15,116.8,45,-72,-1.6,0,2016
C.J. Beathard,Iowa,Big Ten,13,170,301,56.5,1929,6.4,6.0,17,10,122.3,83,-13,-0.2,2,2016
Greg Windham,Ohio,MAC,11,161,297,54.2,1895,6.4,6.1,14,8,118.0,95,406,4.3,3,2016
Kurt Benkert,Virginia,ACC,11,228,406,56.2,2552,6.3,6.1,21,11,120.6,60,-94,-1.6,0,2016
Chason Virgil,Fresno State,MWC,10,166,322,51.6,2021,6.3,5.7,13,10,111.4,77,122,1.6,2,2016
Patrick Towles,Boston College,ACC,13,138,273,50.5,1730,6.3,6.1,12,7,113.2,115,294,2.6,4,2016
Taysom Hill,Brigham Young,Ind,12,222,372,59.7,2323,6.2,5.6,12,11,116.9,137,603,4.4,8,2016
Mike Fafaul,UCLA,Pac-12,12,135,259,52.1,1602,6.2,5.2,12,11,110.9,25,-9,-0.4,0,2016
Hasaan Klugh,Charlotte,CUSA,11,120,224,53.6,1356,6.1,6.3,10,3,116.5,89,426,4.8,8,2016
Mason Fine,North Texas,CUSA,10,155,261,59.4,1572,6.0,5.6,6,5,113.7,94,118,1.3,2,2016
McKenzie Milton,UCF,American,10,194,336,57.7,1983,5.9,5.6,10,7,113.0,100,158,1.6,3,2016
John Wolford,Wake Forest,ACC,12,166,299,55.5,1774,5.9,5.0,9,10,108.6,130,521,4.0,6,2016
Tyree Jackson,Buffalo,MAC,10,165,311,53.1,1772,5.7,5.0,9,9,104.7,99,399,4.0,5,2016
Glen Cuiellette,Tulane,American,12,101,237,42.6,1309,5.5,4.8,10,8,96.2,120,216,1.8,1,2016
Baker Mayfield,Oklahoma,Big 12,14,285,404,70.5,4627,11.5,12.9,43,6,198.9,97,311,3.2,5,2017
McKenzie Milton,UCF,American,13,265,395,67.1,4037,10.2,11.1,37,9,179.3,106,613,5.8,8,2017
Mason Rudolph,Oklahoma State,Big 12,13,318,489,65.0,4904,10.0,10.7,37,9,170.6,61,35,0.6,10,2017
Drew Lock,Missouri,SEC,13,242,419,57.8,3964,9.5,10.2,44,13,165.7,44,111,2.5,1,2017
Logan Woodside,Toledo,MAC,14,264,411,64.2,3882,9.4,9.9,28,8,162.2,51,34,0.7,1,2017
Riley Ferguson,Memphis,American,13,299,474,63.1,4257,9.0,9.7,38,9,161.2,54,22,0.4,6,2017
Will Grier,West Virginia,Big 12,11,250,388,64.4,3490,9.0,9.4,34,12,162.7,63,122,1.9,2,2017
Jake Fromm,Georgia,SEC,15,181,291,62.2,2615,9.0,9.6,24,7,160.1,55,79,1.4,3,2017
Danny Etling,LSU,SEC,13,165,275,60.0,2463,9.0,9.8,16,2,153.0,72,128,1.8,2,2017
Bryant Shirreffs,Connecticut,American,9,171,260,65.8,2287,8.8,9.0,14,5,153.6,90,200,2.2,0,2017
Tyree Jackson,Buffalo,MAC,9,143,237,60.3,2096,8.8,9.3,12,3,148.8,47,197,4.2,4,2017
Sam Darnold,USC,Pac-12,14,303,480,63.1,4143,8.6,8.5,26,13,148.1,75,82,1.1,5,2017
Lamar Jackson,Louisville,ACC,13,254,430,59.1,3660,8.5,8.7,27,10,146.6,232,1601,6.9,18,2017
John Wolford,Wake Forest,ACC,12,239,374,63.9,3192,8.5,9.4,29,6,158.0,140,683,4.9,10,2017
Jarrett Stidham,Auburn,SEC,14,246,370,66.5,3158,8.5,8.8,18,6,151.0,103,153,1.5,4,2017
Trace McSorley,Penn State,Big Ten,13,284,427,66.5,3570,8.4,8.6,28,10,153.7,144,491,3.4,11,2017
Nick Stevens,Colorado State,MWC,13,284,459,61.9,3799,8.3,8.6,29,10,147.9,54,123,2.3,4,2017
Josh Rosen,UCLA,Pac-12,11,283,452,62.6,3756,8.3,8.5,26,10,147.0,50,-97,-1.9,2,2017
Andrew Ford,Massachusetts,Ind,11,223,353,63.2,2924,8.3,9.0,22,4,151.1,60,-137,-2.3,2,2017
Brett Rypien,Boise State,MWC,13,218,348,62.6,2877,8.3,8.4,16,6,143.8,37,-21,-0.6,0,2017
Caleb Evans,Louisiana-Monroe,Sun Belt,12,211,344,61.3,2868,8.3,8.5,17,6,144.2,137,579,4.2,13,2017
Alex Hornibrook,Wisconsin,Big Ten,14,198,318,62.3,2644,8.3,7.8,25,15,148.6,29,-101,-3.5,0,2017
J.T. Barrett,Ohio State,Big Ten,14,240,371,64.7,3053,8.2,9.0,35,9,160.1,165,798,4.8,12,2017
Quinton Flowers,South Florida,American,12,188,354,53.1,2911,8.2,8.9,25,6,142.1,196,1078,5.5,11,2017
Jalen Hurts,Alabama,SEC,14,154,254,60.6,2081,8.2,9.4,17,1,150.7,154,855,5.6,8,2017
Jonathan Banks,Tulane,American,11,124,219,56.6,1797,8.2,8.3,12,5,139.1,148,592,4.0,7,2017
Justice Hansen,Arkansas State,Sun Belt,12,305,487,62.6,3967,8.1,8.2,37,16,149.6,135,422,3.1,7,2017
Taylor Lamb,Appalachian State,Sun Belt,13,206,337,61.1,2737,8.1,8.9,27,6,152.2,78,584,7.5,5,2017
Jake Browning,Washington,Pac-12,13,230,336,68.5,2719,8.1,8.6,19,5,152.1,56,25,0.4,7,2017
Jason Driskel,Florida Atlantic,CUSA,13,185,278,66.5,2247,8.1,8.5,15,4,149.4,84,427,5.1,8,2017
Nic Shimonek,Texas Tech,Big 12,13,328,493,66.5,3963,8.0,8.5,33,10,152.1,59,-66,-1.1,1,2017
Manny Wilkins,Arizona State,Pac-12,13,260,410,63.4,3270,8.0,8.1,20,8,142.6,138,282,2.0,7,2017
Mason Fine,North Texas,CUSA,14,324,511,63.4,4052,7.9,7.8,31,15,144.2,106,17,0.2,1,2017
Kenny Hill,TCU,Big 12,13,269,400,67.3,3152,7.9,8.1,23,8,148.4,100,325,3.3,5,2017
Steven Montez,Colorado,Pac-12,12,228,377,60.5,2975,7.9,7.8,18,9,137.7,132,338,2.6,3,2017
Alex McGough,Florida International,CUSA,13,232,355,65.4,2798,7.9,7.8,17,8,142.9,78,231,3.0,5,2017
Conner Manning,Georgia State,Sun Belt,12,259,403,64.3,3146,7.8,7.7,14,7,137.8,64,123,1.9,1,2017
Marcus McMaryion,Fresno State,MWC,14,218,351,62.1,2726,7.8,7.9,14,5,137.7,57,302,5.3,4,2017
Armani Rogers,UNLV,MWC,10,99,189,52.4,1471,7.8,7.2,6,5,122.9,146,780,5.3,8,2017
Tyler Huntley,Utah,Pac-12,10,199,312,63.8,2411,7.7,7.2,15,10,138.1,168,537,3.2,6,2017
Christian Chapman,San Diego State,MWC,13,146,243,60.1,1873,7.7,8.0,13,4,139.2,72,-31,-0.4,1,2017
Ben Hicks,SMU,American,13,276,472,58.5,3569,7.6,7.8,33,12,140.0,54,47,0.9,1,2017
Josh Jackson,Virginia Tech,ACC,13,236,396,59.6,2991,7.6,7.5,20,9,135.2,124,324,2.6,6,2017
Gus Ragland,Miami (OH),MAC,9,150,268,56.0,2032,7.6,7.8,19,7,137.8,74,123,1.7,3,2017
Mike White,Western Kentucky,CUSA,13,368,560,65.7,4177,7.5,7.7,26,8,140.8,64,-268,-4.2,6,2017
Malik Rosier,Miami (FL),ACC,13,224,415,54.0,3120,7.5,7.3,26,14,131.1,131,468,3.6,5,2017
James Blackman,Florida State,ACC,13,173,297,58.2,2230,7.5,7.1,19,11,135.0,65,-36,-0.6,0,2017
Nathan Rourke,Ohio,MAC,13,161,292,55.1,2203,7.5,7.6,17,7,132.9,137,912,6.7,21,2017
K.J. Costello,Stanford,Pac-12,11,124,211,58.8,1573,7.5,7.9,14,4,139.5,28,92,3.3,3,2017
Brandon Silvers,Troy,Sun Belt,13,283,443,63.9,3290,7.4,7.5,17,7,135.8,48,50,1.0,5,2017
Kyle Shurmur,Vanderbilt,SEC,12,220,380,57.9,2823,7.4,7.6,26,10,137.6,34,-84,-2.5,3,2017
Dalton Sturm,UTSA,CUSA,11,185,297,62.3,2185,7.4,7.6,15,5,137.4,120,545,4.5,2,2017
Ryan Finley,North Carolina State,ACC,13,312,479,65.1,3518,7.3,7.5,17,6,136.0,69,194,2.8,3,2017
Shane Morris,Central Michigan,MAC,13,249,446,55.8,3237,7.3,6.8,27,17,129.1,88,93,1.1,3,2017
Tanner Lee,Nebraska,Big Ten,12,246,428,57.5,3143,7.3,6.7,23,16,129.4,30,-97,-3.2,2,2017
J'mar Smith,Louisiana Tech,CUSA,13,229,409,56.0,2974,7.3,7.5,16,5,127.5,120,378,3.2,6,2017
Ty Gangi,Nevada,MWC,10,228,374,61.0,2746,7.3,7.4,25,11,138.8,53,180,3.4,4,2017
Stephen Johnson,Kentucky,SEC,13,189,316,59.8,2305,7.3,7.1,10,6,127.7,103,375,3.6,5,2017
Matt Linehan,Idaho,Sun Belt,9,173,281,61.6,2056,7.3,7.8,16,4,139.0,73,-22,-0.3,2,2017
Zach Smith,Baylor,Big 12,9,105,201,52.2,1471,7.3,6.3,8,8,118.9,30,-79,-2.6,0,2017
Chazz Surratt,North Carolina,ACC,9,107,183,58.5,1342,7.3,7.5,8,3,131.2,85,210,2.5,5,2017
Tyler Rogers,New Mexico State,Sun Belt,12,348,566,61.5,4016,7.1,6.6,27,18,130.5,76,20,0.3,7,2017
Brogan Roback,Eastern Michigan,MAC,12,245,409,59.9,2890,7.1,6.3,19,15,127.3,40,-47,-1.2,1,2017
Jake Bentley,South Carolina,SEC,13,245,394,62.2,2794,7.1,6.6,18,12,130.7,73,85,1.2,6,2017
Kwadra Griggs,Southern Mississippi,CUSA,10,148,265,55.8,1879,7.1,8.0,16,2,133.8,83,270,3.3,3,2017
Chase Litton,Marshall,CUSA,13,266,443,60.0,3115,7.0,6.7,25,14,131.4,35,12,0.3,1,2017
Kelly Bryant,Clemson,ACC,14,262,398,65.8,2802,7.0,6.8,13,8,131.7,192,665,3.5,11,2017
Gardner Minshew,East Carolina,American,10,174,304,57.2,2140,7.0,7.1,16,7,129.1,18,-40,-2.2,0,2017
Thomas Sirk,East Carolina,American,11,132,238,55.5,1655,7.0,6.0,9,9,118.8,64,165,2.6,3,2017
Nathan Stanley,Iowa,Big Ten,13,196,351,55.8,2437,6.9,7.7,26,6,135.2,49,-115,-2.3,0,2017
A.J. Erdely,UAB,CUSA,13,205,338,60.7,2331,6.9,7.3,16,4,131.8,122,326,2.7,13,2017
Jordan Love,Utah State,MWC,12,129,235,54.9,1631,6.9,6.5,8,6,119.3,46,165,3.6,2,2017
Dru Brown,Hawaii,MWC,12,254,412,61.7,2785,6.8,6.8,18,8,129.0,58,7,0.1,2,2017
Brandon Wimbush,Notre Dame,Ind,12,136,275,49.5,1870,6.8,7.0,16,6,121.4,141,803,5.7,14,2017
Montel Aaron,San Jose State,MWC,10,126,225,56.0,1531,6.8,5.5,8,10,116.0,52,-87,-1.7,1,2017
